Cod Linha;Empresa;Setor;Nome Linha;Mercado;KM;CLASSE;orgão;TIPO;VIAGENS;Capacidade;PREFIXO;Cód Empresa;Grupo Cnx;KM CLASSE;Validação;Frequência;Caracteristica;Gestão;Check
2993;1001;CABO FRIO;RIO DE JANEIRO (RJ) - SAQUAREMA (RJ) (VIA JACONE);RIO/NIT - ARAR/SAQ;91;S/WC - CONV.C/AR;DETRO/RJ;RODOVIARIO;1;46;2993;2;RIO DE JANEIRO (RJ) - SAQUAREMA (RJ) (VIA JACONE);91;Demais Mercados;Normal;Direto;Regional Rio;91
2994;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - MACAE (RJ);WEMOBI;183,3;COMFORT EXECUTIVO;DETRO/RJ;RODOVIARIO          ;0;46;2994;2;RIO DE JANEIRO (RJ) - MACAE (RJ);183,3;Demais Mercados;Normal;Seccionado;WEMOBI;183,3
2995;WEMOBI;WEMOBI;RIO DE JANEIRO ( RJ) - CAMPOS DOS GOYTACAZES (RJ);WEMOBI;277,3;COMFORT EXECUTIVO;DETRO/RJ;RODOVIARIO          ;0;46;2995;2;RIO DE JANEIRO ( RJ) - CAMPOS DOS GOYTACAZES (RJ);277,3;Demais Mercados;Normal;Seccionado;WEMOBI;277,3
2997;1001;SAO PAULO;RIO DE JANEIRO (RJ) - OSASCO (SP);SAO PAULO - RIO DE JANEIRO;447,89;SEMILTO. DD;ANTT;RODOVIARIO;1;46;07-0116-31;2;RIO DE JANEIRO (RJ) - OSASCO (SP);447,89;Vedetes;Normal;Seccionado;Regional Rio;447,9
2999;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO BERNARDO DO CAMPO (SP);WEMOBI;295,65;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO;1;46;07-0094-61;2;RIO DE JANEIRO (RJ) - SAO BERNARDO DO CAMPO (SP);295,65;Demais Mercados;Normal;Seccionado;WEMOBI;495,65
3001;CATARINENSE;JOINVILLE;JOINVILLE(SC) - SAO PAULO (SP);SP - LITORAL SC;559,1;SEMILTO. DD;ANTT;RODOVIARIO;1;46;16-0202-30;3;JOINVILLE(SC) - SAO PAULO (SP);559,1;Vedetes;Normal;Direto;Regional Sul;559,1
3005;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;16-0093-61;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;Vedetes;Normal;Seccionado;Regional Sul;691,25
3008;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;803,85;EXECUTIVO;ANTT;RODOVIARIO;1;46;16-0084-61;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);803,85;Vedetes;Normal;Seccionado;Regional Sul;762,85
3009;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;302,7;EXECUTIVO;ANTT;RODOVIARIO;1;46;09-0002-61;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,7;Vedetes;Normal;Seccionado;Regional Sul;302,71
3010;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;627;EXECUTIVO;ANTT;RODOVIARIO;1;46;09-0328-61;3;MARINGA (PR) - SAO PAULO (SP);627;Demais Mercados;Normal;Seccionado;Regional Sul;627
3011;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;749,54;EXECUTIVO;ANTT;RODOVIARIO;1;46;09-0043-61;3;CURITIBA (PR) - PORTO ALEGRE (RS);749,54;Demais Mercados;Normal;Seccionado;Regional Sul;749,55
3012;WEMOBI;WEMOBI;MARINGA (PR) - SAO PAULO (SP);WEMOBI;677,1;COMFORT PLUS SEMI LEITO;ANTT;RODOVIARIO;1;46;09-0328-30;3;MARINGA (PR) - SAO PAULO (SP);677,1;Demais Mercados;Normal;Seccionado;WEMOBI;627,01
3013;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;287,14;CONVENCIONAL;ANTT;RODOVIARIO;1;46;09-0533-00;3;CURITIBA (PR) - FLORIANOPOLIS (SC);287,14;Vedetes;Frequência Mínima;Seccionado;Regional Sul;287,15
3016;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;287,14;SEMILTO. DD;ANTT;RODOVIARIO;1;46;090533-31;3;CURITIBA (PR) - FLORIANOPOLIS (SC);287,14;Vedetes;Normal;Seccionado;Regional Sul;287,15
3020;WEMOBI;WEMOBI;SAO PAULO (SP) - RIO DE JANEIRO (RJ);WEMOBI;452;PREMIUM;ANTT;RODOVIARIO;1;46;07-0177-41;3;SAO PAULO (SP) - RIO DE JANEIRO (RJ);452;Demais Mercados;Normal;Direto;WEMOBI;413,4
3021;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;472;PREMIUM;ANTT;RODOVIARIO;1;46;07-0177-41;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);472;Demais Mercados;Normal;Seccionado;WEMOBI;472
3022;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;473;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);473;Demais Mercados;Normal;Seccionado;WEMOBI;473
3025;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;803,86;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;16-0084-31;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);803,86;Vedetes;Normal;Seccionado;Regional Sul;803,85
3031;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;452;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO;1;46;070177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);452;Demais Mercados;Normal;Seccionado;WEMOBI;452
3032;WEMOBI;WEMOBI;FLORIANOPOLIS (SC) - SAO PAULO (SP);WEMOBI;700;PREMIUM;ANTT;RODOVIARIO          ;1;46;1111;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);700;Demais Mercados;Normal;Seccionado;WEMOBI;700
3033;CATARINENSE;BLUMENAU;BRUSQUE (SC) - SAO PAULO (SP);SP - INTERIOR SC ;638,91;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;16-0002-31;3;BRUSQUE (SC) - SAO PAULO (SP);638,91;Demais Mercados;Normal;Seccionado;Regional Sul;638,92
3043;CATARINENSE;FOZ DO IGUACU;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);SC - FOZ;970,39;CONV. DD;ANTT;RODOVIARIO          ;1;46;16-0021-00;3;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);970,39;Demais Mercados;Normal;Seccionado;Regional Sul;970,4
3048;CATARINENSE;FOZ DO IGUACU;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);SC - FOZ;970,39;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;16-0021-31;3;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);970,39;Demais Mercados;Normal;Seccionado;Regional Sul;970,4
3050;CATARINENSE;ITAJAI;BALNEARIO CAMBORIU (SC) - AEROPORTO DE FLORIANOPOLIS (SC);FLORIANOPOLIS - JOINVILLE;97,71;CONVENCIONAL;DETER/SC;RODOVIARIO;1;46;3050;3;BALNEARIO CAMBORIU (SC) - AEROPORTO DE FLORIANOPOLIS (SC);97,71;Vedetes;Normal;Direto;Regional Sul;97,72
3060;CATARINENSE;BLUMENAU;BLUMENAU (SC) - BALNEARIO CAMBORIU (SC);FLORIANOPOLIS - BLUMENAU;67,71;CONV. DD;DETER/SC;RODOVIARIO          ;1;46;251-0;3;BLUMENAU (SC) - BALNEARIO CAMBORIU (SC);67,71;Vedetes;Normal;Seccionado;Regional Sul;67,79
3061;CATARINENSE;BLUMENAU;BLUMENAU (SC) - BALNEARIO CAMBORIU (SC);FLORIANOPOLIS - BLUMENAU;67,71;CONV. DD;DETER/SC;RODOVIARIO          ;1;46;251-0;3;BLUMENAU (SC) - BALNEARIO CAMBORIU (SC);67,71;Vedetes;Normal;Seccionado;Regional Sul;67,79
3062;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;CONV. DD;ANTT;RODOVIARIO          ;1;46;16-0095-00;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;Vedetes;Normal;Seccionado;Regional Sul;691,25
3070;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;691,25;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;16-0093-30;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);691,25;Vedetes;Normal;Seccionado;Regional Sul;691,25
3078;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);FOZ - SAO PAULO ;670;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;09-0424-31;3;FOZ DO IGUACU (PR) - SAO PAULO (SP) (VIA PONTA GROSSA);670;Demais Mercados;Normal;Seccionado;Regional Sul;670
3080;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SOROCABA - RIO ;452;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;07-0177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);452;Vedetes;Normal;Seccionado;Regional Sul;452
3081;CATARINENSE;BLUMENAU;BLUMENAU (SC) - FLORIANOPOLIS (SC) (COMUM);FLORIANOPOLIS - BLUMENAU;154,25;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;13-0;3;BLUMENAU (SC) - FLORIANOPOLIS (SC) (COMUM);154,25;Demais Mercados;Normal;Seccionado;Regional Sul;154,26
3083;CATARINENSE;LAGES;LAGES (SC) - BLUMENAU (SC) (COMUM);FLORIANOPOLIS - CONCORDIA;231,66;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;307-0;3;LAGES (SC) - BLUMENAU (SC) (COMUM);231,66;Demais Mercados;Normal;Seccionado;Regional Sul;231,67
3086;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;POP;ANTT;RODOVIARIO          ;1;46;7017761;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;Seccionado;WEMOBI;411,01
3087;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;473;POP;ANTT;RODOVIARIO          ;1;46;7017761;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);473;Demais Mercados;Normal;Seccionado;WEMOBI;473
3088;CATARINENSE;MARINGA;MARINGA (PR) - SAO PAULO (SP);SAO PAULO - MARINGA;627;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;09-0328-30;3;MARINGA (PR) - SAO PAULO (SP);627;Demais Mercados;Normal;Seccionado;Regional Sul;627
3090;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;396,58;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;7020900;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);396,58;Demais Mercados;Normal;Seccionado;Regional Sul;396,59
3111;CATARINENSE;BLUMENAU;BLUMENAU (SC) - FLORIANOPOLIS (SC) (COMUM);FLORIANOPOLIS - BLUMENAU;11,5;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;13-0;3;BLUMENAU (SC) - FLORIANOPOLIS (SC) (COMUM);11,5;Demais Mercados;Normal;Seccionado;Regional Sul;11,5
3112;CATARINENSE;BLUMENAU;BLUMENAU (SC) - FLORIANOPOLIS (SC) (COMUM);FLORIANOPOLIS - BLUMENAU;17,69;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;13-0;3;BLUMENAU (SC) - FLORIANOPOLIS (SC) (COMUM);17,69;Demais Mercados;Normal;Seccionado;Regional Sul;17,69
3117;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO;1;46;070177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;Direto;WEMOBI;411,01
3118;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU(PR) - NITEROI(RJ);FOZ - RIO DE JANEIRO;1573,6;CONVENCIONAL;ANTT;RODOVIARIO;1;46;9055600;3;FOZ DO IGUACU(PR) - NITEROI(RJ);1573,6;Demais Mercados;Normal;Seccionado;Regional Sul;1573,6
3131;CATARINENSE;BLUMENAU;LAGES (SC) - BLUMENAU (SC) (COMUM);FLORIANOPOLIS - CONCORDIA;230,65;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;3131;3;LAGES (SC) - BLUMENAU (SC) (COMUM);230,65;Demais Mercados;Normal;Seccionado;Regional Sul;230,65
3134;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - NITEROI (RJ) (VIA CAMPINAS);FOZ - RIO DE JANEIRO;1547,63;CONVENCIONAL;ANTT;RODOVIARIO;1;46;9037900;3;FOZ DO IGUACU (PR) - NITEROI (RJ) (VIA CAMPINAS);1547,63;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;1547,63
3136;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;410,99;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO;1;46;070177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);410,99;Demais Mercados;Normal;Direto;WEMOBI;411,01
3138;CATARINENSE;FLORIANOPOLIS;VIDEIRA (SC) - FLORIANOPOLIS (SC) (VIA CORREA PINTO);FLORIANOPOLIS - CONCORDIA;231;CONVENCIONAL;DETER/SC;RODOVIARIO          ;1;46;12-0;3;VIDEIRA (SC) - FLORIANOPOLIS (SC) (VIA CORREA PINTO);231;Vedetes;Normal;Seccionado;Regional Sul;231
3145;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;302,69;SEMILTO. DD;ANTT;RODOVIARIO          ;1;46;09-0002-31;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,69;Vedetes;Normal;Seccionado;Regional Sul;302,7
3147;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;410,99;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO;1;46;070177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);410,99;Demais Mercados;Normal;Direto;WEMOBI;411
3152;CATARINENSE;SÃO PAULO;RIO DE JANEIRO (RJ) - SAO PAULO (SP);SAO PAULO - RIO DE JANEIRO;396,58;EXECUTIVO;ANTT;RODOVIARIO          ;1;46;7020961;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);396,58;Demais Mercados;Normal;Seccionado;Regional Sul;396,59
3159;WEMOBI;WEMOBI;RIO DE JANEIRO (RJ) - SAO PAULO (SP);WEMOBI;411;COMFORT POP EXECUTIVO;ANTT;RODOVIARIO;1;46;070177-61;3;RIO DE JANEIRO (RJ) - SAO PAULO (SP);411;Demais Mercados;Normal;Direto;WEMOBI;411
3197;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;749,54;CONV. DD;ANTT;RODOVIARIO          ;1;46;09-0043-00;3;CURITIBA (PR) - PORTO ALEGRE (RS);749,54;Demais Mercados;Normal;Seccionado;Regional Sul;749,55
3201;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO PAULO (SP);SP - LITORAL SC;643,29;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0095-00;3;FLORIANOPOLIS (SC) - SAO PAULO (SP);643,29;Vedetes;Normal;Seccionado;Regional Sul;643,3
3202;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);ABC LITORAL - SC ;767,88;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0097-00;3;FLORIANOPOLIS (SC) - SAO CAETANO DO SUL (SP);767,88;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;767,89
3203;CATARINENSE;BLUMENAU;BLUMENAU (SC) - SAO PAULO (SP);SP - INTERIOR SC ;678,2;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0001-00;3;BLUMENAU (SC) - SAO PAULO (SP);678,2;Demais Mercados;Normal;Seccionado;Regional Sul;678,2
3205;CATARINENSE;BLUMENAU;BRUSQUE (SC) - SAO PAULO (SP);SP - INTERIOR SC ;697,7;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0002-00;3;BRUSQUE (SC) - SAO PAULO (SP);697,7;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;697,7
3207;CATARINENSE;RIO DO SUL;RIO DO SUL (SC) - SAO PAULO (SP);SP - INTERIOR SC ;720,2;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0008-00;3;RIO DO SUL (SC) - SAO PAULO (SP);720,2;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;720,2
3208;CATARINENSE;CURITIBA;CURITIBA (PR) - FLORIANOPOLIS (SC);CURITIBA - LITORAL SC;302,69;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0002-00;3;CURITIBA (PR) - FLORIANOPOLIS (SC);302,69;Vedetes;Frequência Mínima;Seccionado;Regional Sul;302,7
3214;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - CURITIBA (PR);CURITIBA - LITORAL SC;224,09;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0004-00;3;BALNEARIO CAMBORIU (SC) - CURITIBA (PR);224,09;Vedetes;Normal;Seccionado;Regional Sul;224,1
3216;CATARINENSE;ITAJAI;CURITIBA (PR) - ITAJAI (SC);CURITIBA - LITORAL SC;213,59;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0040-00;3;CURITIBA (PR) - ITAJAI (SC);213,59;Vedetes;Normal;Seccionado;Regional Sul;213,6
3217;CATARINENSE;ITAJAI;BOMBINHAS (SC) - CURITIBA (PR);CURITIBA - LITORAL SC;250,9;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0016-00;3;BOMBINHAS (SC) - CURITIBA (PR);250,9;Vedetes;Frequência Mínima;Seccionado;Regional Sul;250,9
3221;CATARINENSE;ITAJAI;CURITIBA (PR) - NAVEGANTES (SC);CURITIBA - LITORAL SC;210,19;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0039-00;3;CURITIBA (PR) - NAVEGANTES (SC);210,19;Vedetes;Frequência Mínima;Seccionado;Regional Sul;210,2
3222;CATARINENSE;JOINVILLE;CURITIBA (PR) - JOINVILLE (SC);CURITIBA - LITORAL SC;130,5;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0012-00;3;CURITIBA (PR) - JOINVILLE (SC);130,5;Vedetes;Frequência Mínima;Seccionado;Regional Sul;130,5
3223;CATARINENSE;JOINVILLE;CURITIBA (PR) - JOINVILLE (SC);CURITIBA - LITORAL SC;129,5;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0041-00;3;CURITIBA (PR) - JOINVILLE (SC);129,5;Vedetes;Normal;Seccionado;Regional Sul;129,5
3225;CATARINENSE;JOINVILLE;CURITIBA (PR) - SAO FRANCISCO DO SUL (SC);CURITIBA - LITORAL SC;175,5;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0017-00;3;CURITIBA (PR) - SAO FRANCISCO DO SUL (SC);175,5;Vedetes;Frequência Mínima;Seccionado;Regional Sul;175,5
3227;CATARINENSE;BLUMENAU;CURITIBA (PR) - BLUMENAU (SC);CURITIBA - INTERIOR SC ;226,59;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0008-00;3;CURITIBA (PR) - BLUMENAU (SC);226,59;Demais Mercados;Normal;Seccionado;Regional Sul;226,6
3228;CATARINENSE;BLUMENAU;CURITIBA (PR) - BLUMENAU (SC);CURITIBA - INTERIOR SC ;235,19;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0015-00;3;CURITIBA (PR) - BLUMENAU (SC);235,19;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;235,2
3229;CATARINENSE;BLUMENAU;CURITIBA (PR) - BLUMENAU (SC);CURITIBA - INTERIOR SC ;220,09;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0351-00;3;CURITIBA (PR) - BLUMENAU (SC);220,09;Demais Mercados;Normal;Seccionado;Regional Sul;220,1
3231;CATARINENSE;BLUMENAU;CURITIBA (PR) - BLUMENAU (SC);CURITIBA - INTERIOR SC ;243,09;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0226-00;3;CURITIBA (PR) - BLUMENAU (SC);243,09;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;243,1
3233;CATARINENSE;CURITIBA;CURITIBA (PR) - BRUSQUE (SC);CURITIBA - INTERIOR SC ;243;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0029-00;3;CURITIBA (PR) - BRUSQUE (SC);243;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;243
3234;CATARINENSE;BLUMENAU;CURITIBA (PR) - INDAIAL (SC);CURITIBA - INTERIOR SC ;228,69;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0025-00;3;CURITIBA (PR) - INDAIAL (SC);228,69;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;228,7
3236;CATARINENSE;CURITIBA  ;CURITIBA (PR) - TAIO (SC);CURITIBA - INTERIOR SC ;360,6;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0231-00;3;CURITIBA (PR) - TAIO (SC);360,6;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;360,6
3237;CATARINENSE;CURITIBA;CURITIBA (PR) - JARAGUA DO SUL (SC);CURITIBA - INTERIOR SC ;175,19;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0016-00;3;CURITIBA (PR) - JARAGUA DO SUL (SC);175,19;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;175,2
3239;CATARINENSE;RIO DO SUL;CURITIBA (PR) - ITUPORANGA (SC);CURITIBA - INTERIOR SC ;321,5;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0026-00;3;CURITIBA (PR) - ITUPORANGA (SC);321,5;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;321,5
3240;CATARINENSE;CURITIBA;CURITIBA (PR) - LAGES (SC);CURITIBA - INTERIOR SC ;371,1;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0000-00;3;CURITIBA (PR) - LAGES (SC);371,1;Demais Mercados;Normal;Seccionado;Regional Sul;371,1
3247;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTOS (SP);CURITIBA - ABC ;412,19;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0006-00;3;CURITIBA (PR) - SANTOS (SP);412,19;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;412,2
3248;CATARINENSE;CURITIBA;CURITIBA (PR) - SAO CAETANO DO SUL (SP);CURITIBA - ABC ;483,79;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0024-00;3;CURITIBA (PR) - SAO CAETANO DO SUL (SP);483,79;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;483,8
3249;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;893,63;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0005-00;3;CURITIBA (PR) - SANTA MARIA (RS);893,63;Demais Mercados;Normal;Seccionado;Regional Sul;893,64
3254;CATARINENSE;JOINVILLE;JOINVILLE (SC) - IJUI (RS);CURITIBA - SANTA MARIA ;833;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0007-00;3;JOINVILLE (SC) - IJUI (RS);833;Demais Mercados;Normal;Seccionado;Regional Sul;833
3256;CATARINENSE;FOZ DO IGUACU;FOZ DO IGUACU (PR) - LAGES (SC);SC - FOZ;772,63;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0223-00;3;FOZ DO IGUACU (PR) - LAGES (SC);772,63;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;772,63
3267;CATARINENSE;CURITIBA;CURITIBA (PR) - PORTO ALEGRE (RS);CURITIBA - PORTO ALEGRE;749,54;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0043-00;3;CURITIBA (PR) - PORTO ALEGRE (RS);749,54;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;749,55
3268;CATARINENSE;FLORIANOPOLIS;FLORIANOPOLIS (SC) - CAMPINAS (SP);SP - LITORAL SC;803,85;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0084-00;3;FLORIANOPOLIS (SC) - CAMPINAS (SP);803,85;Vedetes;Frequência Mínima;Seccionado;Regional Sul;803,85
3269;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);SP - LITORAL SC;614,25;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0066-00;3;BALNEARIO CAMBORIU (SC) - SAO PAULO (SP);614,25;Vedetes;Frequência Mínima;Seccionado;Regional Sul;614,25
3270;CATARINENSE;JOINVILLE;SAO PAULO (SP) - JOINVILLE (SC);SP - LITORAL SC;541,79;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;08-0002-00;3;SAO PAULO (SP) - JOINVILLE (SC);541,79;Vedetes;Normal;Seccionado;Regional Sul;541,8
3271;CATARINENSE;FOZ DO IGUACU;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);SC - FOZ;970,39;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0021-00;3;FLORIANOPOLIS (SC) - FOZ DO IGUACU (PR);970,39;Demais Mercados;Frequência Mínima;Seccionado;Regional Sul;970,4
3272;CATARINENSE;CURITIBA;CURITIBA (PR) - SANTA MARIA (RS);CURITIBA - SANTA MARIA ;1098,79;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0233-00;3;CURITIBA (PR) - SANTA MARIA (RS);1098,79;Demais Mercados;Normal;Seccionado;Regional Sul;1098,79
3273;CATARINENSE;BALNEARIO CAMBORIU;BALNEARIO CAMBORIU (SC) - CURITIBA (PR);CURITIBA - LITORAL SC;224,09;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;16-0005-00;3;BALNEARIO CAMBORIU (SC) - CURITIBA (PR);224,09;Vedetes;Normal;Seccionado;Regional Sul;224,1
3274;CATARINENSE;CURITIBA  ;CURITIBA (PR) - RIO DO SUL (SC);CURITIBA - INTERIOR SC ;300,89;CONVENCIONAL;ANTT;RODOVIARIO          ;1;46;09-0014-00;3;CURITIBA (PR) - RIO DO SUL (SC);300,89;Demais Mercados;Normal;Seccionado;Regional Sul;300,9
